Store_Name,Longitude,Latitude,Address,Address Line #2,City,State,Zip5,Zip4,County,name_no_num,code,row_num,definition
THORNTONS QUICK CAFE & MARKET 155,-85.74926,38.127804,8405 National Tpke,NA,Louisville,KY,40214,5816,JEFFERSON,THORNTONS QUICK CAFE  MARKET,445120,3,Convenience Store
DAIRY MART #3282,-85.795906,38.259724,2728 W Market St,NA,Louisville,KY,40212,1845,JEFFERSON,DAIRY MART,447110,4,Food Mart
PAPA MURPHY'S TAKE 'N' BAKE PIZZA KY 002,-85.640114,38.258678,291 N Hubbards Ln,NA,Louisville,KY,40207,2295,JEFFERSON,PAPA MURPHYS TAKE N BAKE PIZZA KY,445120,3,Convenience Store
CORNER MARKET,-85.79306,38.265846,358 N 26th St,NA,Louisville,KY,40212,1439,JEFFERSON,CORNER MARKET,445120,3,Convenience Store
Walmart SUPERCENTER 5418,-85.670166,38.200035,2020 Bashford Manor Ln,NA,Louisville,KY,40218,2114,JEFFERSON,WALMART SUPERCENTER,445110,1,Grocery
Circle K 272137,-85.697212,38.157345,6517 Preston Hwy,NA,Louisville,KY,40219,1819,JEFFERSON,CIRCLE K,445120,3,Convenience Store
Circle K 2723224,-85.783234,38.186626,1255 W Ashland Ave,NA,Louisville,KY,40215,2509,JEFFERSON,CIRCLE K,445120,3,Convenience Store
JR'S QUICK MART,-85.743675,38.231327,701 Camp St,NA,Louisville,KY,40203,2606,JEFFERSON,JRS QUICK MART,445120,3,Convenience Store
WALGREEN 09005,-85.751434,38.245571,200 E Broadway,NA,Louisville,KY,40202,2008,JEFFERSON,WALGREEN,445120,3,Convenience Store
Walmart SUPERCENTER 5417,-85.778938,38.126629,175 Outer Loop,NA,Louisville,KY,40214,5544,JEFFERSON,WALMART SUPERCENTER,445110,1,Grocery
SAVE A LOT,-85.783577,38.181644,4148 Taylor Blvd,NA,Louisville,KY,40215,2342,JEFFERSON,SAVE A LOT,445110,1,Grocery
RITE AID 4642,-85.822868,38.174644,4721 Dixie Hwy,NA,Shively,KY,40216,2654,JEFFERSON,RITE AID,447110,4,Food Mart
RITE AID 4642,-85.822868,38.174644,4721 Dixie Hwy,NA,Shively,KY,40216,2654,JEFFERSON,RITE AID,445120,3,Convenience Store
RITE AID 4634,-85.667023,38.265572,3805 Brownsboro Rd,NA,Louisville,KY,40207,1821,JEFFERSON,RITE AID,447110,4,Food Mart
RITE AID 4634,-85.667023,38.265572,3805 Brownsboro Rd,NA,Louisville,KY,40207,1821,JEFFERSON,RITE AID,445120,3,Convenience Store
Dollar General Market 9855,-85.668175,38.086819,11400 Preston Hwy,NA,Louisville,KY,40229,2864,JEFFERSON,DOLLAR GENERAL MARKET,445120,3,Convenience Store
CUBA FOOD MART,-85.776138,38.149422,5422 New Cut Rd,Ste 104,Louisville,KY,40214,4272,JEFFERSON,CUBA FOOD MART,445200,5,Specialized Lines of Food
DIXIE ORIENTAL MARKET,-85.653336,38.195374,3900 Bardstown Rd,NA,Louisville,KY,40218,2610,JEFFERSON,DIXIE ORIENTAL MARKET,445200,5,Specialized Lines of Food
Jerrys Market,-85.735748,38.255177,841 E Washington St,NA,Louisville,KY,40206,1631,JEFFERSON,JERRYS MARKET,445120,3,Convenience Store
TARGET STORE T-780,-85.59523,38.217457,4640 Taylorsville Rd,NA,Louisville,KY,40220,3530,JEFFERSON,TARGET STORE T,445110,1,Grocery
Circle K 272119,-85.811707,38.116524,8801 3rd Street Rd,NA,Louisville,KY,40272,2366,JEFFERSON,CIRCLE K,445120,3,Convenience Store
CVS Pharmacy 6209,-85.683685,38.138462,4249 Outer Loop,NA,Louisville,KY,40219,3850,JEFFERSON,CVS PHARMACY,445120,3,Convenience Store
BH INTERNATIONAL MARKET,-85.652534,38.194927,3914 Bardstown Rd,Ste 101,Louisville,KY,40218,2656,JEFFERSON,BH INTERNATIONAL MARKET,445200,5,Specialized Lines of Food
Next Door Convenience Food Mart,-85.68528,38.200405,3303 Newburg Rd,NA,Louisville,KY,40218,2426,JEFFERSON,NEXT DOOR CONVENIENCE FOOD MART,445120,3,Convenience Store
CARDINAL MARKET,-85.803284,38.154243,7312 Saint Andrews Church Rd,NA,Louisville,KY,40214,4012,JEFFERSON,CARDINAL MARKET,445120,3,Convenience Store
VALU MARKET,-85.716423,38.235886,1250 Bardstown Rd,NA,Louisville,KY,40204,1333,JEFFERSON,VALU MARKET,445110,1,Grocery
GORDON FOOD SERVICE MARKETPLACE MP121,-85.840103,38.142307,7483 Dixie Hwy,NA,Louisville,KY,40258,1405,JEFFERSON,GORDON FOOD SERVICE MARKETPLACE MP,445110,1,Grocery
WALGREEN 09524,-85.867142,38.106934,10201 Dixie Hwy,NA,Louisville,KY,40272,3949,JEFFERSON,WALGREEN,445120,3,Convenience Store
KROGER 743,-85.519371,38.187469,12611 Taylorsville Rd,NA,Louisville,KY,40299,4452,JEFFERSON,KROGER,445110,1,Grocery
BROADWAY FOOD MART,-85.820755,38.250282,4132 W Broadway,NA,Louisville,KY,40211,3171,JEFFERSON,BROADWAY FOOD MART,447110,4,Food Mart
KROGER 753,-85.731186,38.224808,1265 Goss Ave,NA,Louisville,KY,40217,1239,JEFFERSON,KROGER,445110,1,Grocery
TARGET STORE T-1071,-85.554985,38.296917,4101 Towne Center Dr,NA,Louisville,KY,40241,4146,JEFFERSON,TARGET STORE T,445110,1,Grocery
SPEEDY MART 25,-85.727036,38.234901,1054 Barret Ave,NA,Louisville,KY,40204,1667,JEFFERSON,SPEEDY MART,445120,3,Convenience Store
SPEEDWAY 3709,-85.706116,38.168278,5608 Preston Hwy,NA,Louisville,KY,40219,1304,JEFFERSON,SPEEDWAY,445120,3,Convenience Store
Circle K 2723235,-85.820076,38.151527,7800 Saint Andrews Church Rd,NA,Louisville,KY,40214,3853,JEFFERSON,CIRCLE K,445120,3,Convenience Store
ZORN AVE BP,-85.69799,38.27599,1035 Zorn Ave,NA,Louisville,KY,40207,1047,JEFFERSON,ZORN AVE BP,445120,3,Convenience Store
PAPA MURPHYS TAKE N BAKE PIZZA,-85.523682,38.245064,12535 Shelbyville Rd,NA,Louisville,KY,40243,1530,JEFFERSON,PAPA MURPHYS TAKE N BAKE PIZZA,445120,3,Convenience Store
Dollar General Market 12016,-85.782883,38.197796,3430 Taylor Blvd,NA,Louisville,KY,40215,2648,JEFFERSON,DOLLAR GENERAL MARKET,445120,3,Convenience Store
GORDON FOOD SERVICE MARKETPLACE MP131,-85.674675,38.144718,7389 Jefferson Blvd,NA,Louisville,KY,40219,6178,JEFFERSON,GORDON FOOD SERVICE MARKETPLACE MP,445110,1,Grocery
DOLLAR TREE 2213,-85.536896,38.247852,11820 Shelbyville Rd,NA,Louisville,KY,40243,1415,JEFFERSON,DOLLAR TREE,445120,3,Convenience Store
DOLLAR TREE 2410,-85.581429,38.284519,9206 Westport Rd,NA,Louisville,KY,40242,3227,JEFFERSON,DOLLAR TREE,445120,3,Convenience Store
JC'S CIGARETTE OUTLET 18,-85.825935,38.195026,2714 Crums Ln,NA,Shively,KY,40216,3633,JEFFERSON,JCS CIGARETTE OUTLET,445120,3,Convenience Store
DOLLAR TREE 1329,-85.854408,38.122803,9070 DIXIE HWY,NA,LOUISVILLE,KY,40258,NA,JEFFERSON,DOLLAR TREE,445120,3,Convenience Store
DOLLAR TREE 1898,-85.622452,38.219612,4060 Taylorsville Rd,NA,Louisville,KY,40220,1502,JEFFERSON,DOLLAR TREE,445120,3,Convenience Store
DOLLAR TREE 1932,-85.704185,38.166599,5713 Preston Hwy,NA,Louisville,KY,40219,1305,JEFFERSON,DOLLAR TREE,445120,3,Convenience Store
DOLLAR TREE 1944,-85.657959,38.200436,2221 Hikes Ln,NA,Louisville,KY,40218,2203,JEFFERSON,DOLLAR TREE,445120,3,Convenience Store
"DERBY DOLLAR STORE, LLC",-85.678673,38.16317,5057 Poplar Level Rd Ste 1,NA,Louisville,KY,40219,1129,JEFFERSON,DERBY DOLLAR STORE LLC,445120,3,Convenience Store
DOLLAR GENERAL 10801,-85.59034,38.198425,9101 Galene Dr,NA,Jeffersontown,KY,40299,1523,JEFFERSON,DOLLAR GENERAL,447110,4,Food Mart
DOLLAR GENERAL 10801,-85.59034,38.198425,9101 Galene Dr,NA,Jeffersontown,KY,40299,1523,JEFFERSON,DOLLAR GENERAL,445120,3,Convenience Store
Walmart NEIGHBORHOOD MARKET 3841,-85.720741,38.211929,3109 Poplar Level Rd,NA,Louisville,KY,40213,1028,JEFFERSON,WALMART NEIGHBORHOOD MARKET,445110,1,Grocery
SHORTYS FOOD MART 1,-85.784706,38.242325,931 Dixie Hwy,NA,Louisville,KY,40210,1226,JEFFERSON,SHORTYS FOOD MART,447110,4,Food Mart
FIVE STAR 5295,-85.713036,38.157104,2800 Fern Valley Rd,NA,Louisville,KY,40213,3518,JEFFERSON,FIVE STAR,445120,3,Convenience Store
PATEL BROTHERS,-85.582993,38.219669,1830 S Hurstbourne Pkwy,NA,Louisville,KY,40220,1644,JEFFERSON,PATEL BROTHERS,445200,5,Specialized Lines of Food
OUTER LOOP SHELL,-85.686966,38.139019,7845 Preston Hwy,NA,Louisville,KY,40219,3140,JEFFERSON,OUTER LOOP SHELL,445120,3,Convenience Store
RIVER ROAD CHEVRON,-85.698692,38.277725,3002 River Rd,NA,Louisville,KY,40207,1013,JEFFERSON,RIVER ROAD CHEVRON,445120,3,Convenience Store
BRECKENRIDGE BP,-85.623726,38.200123,3401 Breckenridge Ln,NA,Louisville,KY,40220,3101,JEFFERSON,BRECKENRIDGE BP,445120,3,Convenience Store
Klondike Market & Deli,-85.639977,38.210339,3610 Klondike Ln,NA,Louisville,KY,40218,1711,JEFFERSON,KLONDIKE MARKET  DELI,445120,3,Convenience Store
Circle K 2723244,-85.619659,38.339348,9109 US Highway 42,NA,Prospect,KY,40059,8841,JEFFERSON,CIRCLE K,445120,3,Convenience Store
Circle K 272111,-85.856033,38.120861,9200 Dixie Hwy,NA,Louisville,KY,40272,3337,JEFFERSON,CIRCLE K,445120,3,Convenience Store
Circle K 2723233,-85.758659,38.104855,404 Mount Holly Rd,NA,Fairdale,KY,40118,9408,JEFFERSON,CIRCLE K,445120,3,Convenience Store
Circle K 2723242,-85.75441,38.140972,8615 National Tpke,NA,Louisville,KY,40214,347,JEFFERSON,CIRCLE K,445120,3,Convenience Store
Circle K 272117,-85.577919,38.269394,9619 Whipps Mill Rd,NA,Louisville,KY,40242,3644,JEFFERSON,CIRCLE K,445120,3,Convenience Store
Circle K 2723240,-85.605141,38.185215,4600 Wattbourne Ln,NA,Louisville,KY,40299,3492,JEFFERSON,CIRCLE K,445120,3,Convenience Store
Circle K 2723303,-85.864571,38.106865,5414 Valley Station Rd,NA,Louisville,KY,40272,3959,JEFFERSON,CIRCLE K,445120,3,Convenience Store
Circle K 2723243,-85.601807,38.295734,8001 Brownsboro Rd,NA,Louisville,KY,40241,2827,JEFFERSON,CIRCLE K,445120,3,Convenience Store
Circle K 2723226,-85.578224,38.131607,7951 Bardstown Rd,NA,Louisville,KY,40291,3437,JEFFERSON,CIRCLE K,445120,3,Convenience Store
Walmart Supercenter 4450,-85.511612,38.242844,12981 Shelbyville Rd,NA,Middletown,KY,40243,1538,JEFFERSON,WALMART SUPERCENTER,445110,1,Grocery
Circle K 272107,-85.591492,38.198448,9003 Galene Dr,NA,Louisville,KY,40299,1521,JEFFERSON,CIRCLE K,445120,3,Convenience Store
Circle K 2723228,-85.852722,38.144108,5203 Greenwood Rd,NA,Louisville,KY,40258,3501,JEFFERSON,CIRCLE K,445120,3,Convenience Store
Circle K 2723223,-85.569115,38.270916,9901 La Grange Rd,NA,Louisville,KY,40223,1126,JEFFERSON,CIRCLE K,445120,3,Convenience Store
Walmart Neighborhood Market 4523,-85.546265,38.242142,201 Blankenbaker Pkwy,NA,Louisville,KY,40243,1877,JEFFERSON,WALMART NEIGHBORHOOD MARKET,445110,1,Grocery
Target Store T-1479,-85.669296,38.198925,3600 Mall Rd,NA,Louisville,KY,40218,5403,JEFFERSON,TARGET STORE T,445110,1,Grocery
Circle K 2723225,-85.627449,38.144924,7201 Fegenbush Ln,NA,Louisville,KY,40228,1507,JEFFERSON,CIRCLE K,445120,3,Convenience Store
Walgreens 9412,-85.828964,38.167744,5100 Dixie Hwy,NA,Louisville,KY,40216,1702,JEFFERSON,WALGREENS,447110,4,Food Mart
Walgreens 9412,-85.828964,38.167744,5100 Dixie Hwy,NA,Louisville,KY,40216,1702,JEFFERSON,WALGREENS,445120,3,Convenience Store
SPEEDWAY 9529,-85.613907,38.270641,1415 Lyndon Ln,NA,Louisville,KY,40222,4323,JEFFERSON,SPEEDWAY,445120,3,Convenience Store
SPEEDWAY 9646,-85.806381,38.19455,3915 Dixie Hwy,NA,Louisville,KY,40216,4119,JEFFERSON,SPEEDWAY,445120,3,Convenience Store
SPEEDWAY 9640,-85.822853,38.174782,4720 Dixie Hwy,NA,Louisville,KY,40216,2644,JEFFERSON,SPEEDWAY,445120,3,Convenience Store
A CHAU GROCERY,-85.7677,38.172977,5107 S 3rd St,NA,Louisville,KY,40214,2601,JEFFERSON,A CHAU GROCERY,445200,5,Specialized Lines of Food
LA BODEQUITA,-85.67971,38.164627,5039 Poplar Level Rd,NA,Louisville,KY,40219,1119,JEFFERSON,LA BODEQUITA,445200,5,Specialized Lines of Food
Dollar Tree 1047,-85.583351,38.219482,1850 S Hurstbourne Pkwy,Ste 155,Louisville,KY,40220,1601,JEFFERSON,DOLLAR TREE,445120,3,Convenience Store
DINOS FOOD MART,-85.680695,38.165791,5014 Poplar Level Rd,NA,Louisville,KY,40219,1125,JEFFERSON,DINOS FOOD MART,447110,4,Food Mart
Walmart Supercenter 3610,-85.869873,38.172836,7100 Raggard Rd,NA,Louisville,KY,40216,1287,JEFFERSON,WALMART SUPERCENTER,445110,1,Grocery
Walmart Neighborhood Market 4524,-85.83432,38.156765,5360 Dixie Hwy,NA,Louisville,KY,40216,1564,JEFFERSON,WALMART NEIGHBORHOOD MARKET,445110,1,Grocery
Rite Aid Pharmacy 4647,-85.657639,38.138756,7700 Shepherdsville Rd,NA,Louisville,KY,40219,4021,JEFFERSON,RITE AID PHARMACY,447110,4,Food Mart
Rite Aid Pharmacy 4647,-85.657639,38.138756,7700 Shepherdsville Rd,NA,Louisville,KY,40219,4021,JEFFERSON,RITE AID PHARMACY,445120,3,Convenience Store
Rite Aid Pharmacy 4644,-85.843025,38.119415,701 Valley College Dr,NA,Louisville,KY,40272,2796,JEFFERSON,RITE AID PHARMACY,447110,4,Food Mart
Rite Aid Pharmacy 4644,-85.843025,38.119415,701 Valley College Dr,NA,Louisville,KY,40272,2796,JEFFERSON,RITE AID PHARMACY,445120,3,Convenience Store
Rite Aid Pharmacy 4648,-85.679993,38.12627,8651 Preston Hwy,NA,Louisville,KY,40219,5305,JEFFERSON,RITE AID PHARMACY,447110,4,Food Mart
Rite Aid Pharmacy 4648,-85.679993,38.12627,8651 Preston Hwy,NA,Louisville,KY,40219,5305,JEFFERSON,RITE AID PHARMACY,445120,3,Convenience Store
SUBZI MANDI,-85.623047,38.178989,4746 Bardstown Rd,NA,Louisville,KY,40218,4006,JEFFERSON,SUBZI MANDI,445200,5,Specialized Lines of Food
SAMS KWIK MART,-85.830421,38.204735,4060 Cane Run Rd,NA,Louisville,KY,40216,4802,JEFFERSON,SAMS KWIK MART,447110,4,Food Mart
DISCOUNT CIGARETTE AND LIQUOR OUTLET,-85.657745,38.140072,7613 Shepherdsville Rd,NA,Louisville,KY,40219,2944,JEFFERSON,DISCOUNT CIGARETTE AND LIQUOR OUTLET,445120,3,Convenience Store
DISCOUNT CIGARETTE AND LIQUOR OUTLET,-85.657745,38.140072,7613 Shepherdsville Rd,NA,Louisville,KY,40219,2944,JEFFERSON,DISCOUNT CIGARETTE AND LIQUOR OUTLET,447110,4,Food Mart
Rite Aid 7870,-85.577797,38.13092,8014 Bardstown Rd,NA,Louisville,KY,40291,3440,JEFFERSON,RITE AID,447110,4,Food Mart
Rite Aid 7870,-85.577797,38.13092,8014 Bardstown Rd,NA,Louisville,KY,40291,3440,JEFFERSON,RITE AID,445120,3,Convenience Store
SPEEDWAY 9645,-85.775642,38.145573,7400 3rd Street Rd,NA,Louisville,KY,40214,4362,JEFFERSON,SPEEDWAY,445120,3,Convenience Store
Aldi 36,-85.828835,38.167763,5109 Dixie Hwy,NA,Louisville,KY,40216,1701,JEFFERSON,ALDI,445110,1,Grocery
DERBY SMOKE SHOP WEST GROCERY,-85.768471,38.247177,1001 W Broadway,NA,Louisville,KY,40203,2030,JEFFERSON,DERBY SMOKE SHOP WEST GROCERY,447110,4,Food Mart
Fine Stop Food Mart,-85.787918,38.183033,4114 Hazelwood Ave,NA,Louisville,KY,40215,1209,JEFFERSON,FINE STOP FOOD MART,447110,4,Food Mart
LA TROPICANA,-85.710228,38.172321,5215 Preston Hwy,NA,Louisville,KY,40213,2721,JEFFERSON,LA TROPICANA,445200,5,Specialized Lines of Food
Dollar Tree 1354,-85.806915,38.192627,3923 7th Street Rd,NA,Louisville,KY,40216,4103,JEFFERSON,DOLLAR TREE,445120,3,Convenience Store
Dollar Tree 2307,-85.597801,38.16407,5622 Bardstown Rd,NA,Louisville,KY,40291,1912,JEFFERSON,DOLLAR TREE,445120,3,Convenience Store
Sam's Club 8111,-85.534935,38.221848,1401 Alliant Ave,NA,Louisville,KY,40299,6372,JEFFERSON,SAMS CLUB,452910,2,Super Center and Club Store
Sam's Club 8276,-85.696152,38.155315,6622 Preston Hwy,NA,Louisville,KY,40219,1843,JEFFERSON,SAMS CLUB,452910,2,Super Center and Club Store
Walgreens 5001,-85.685265,38.223213,2490 Bardstown Rd,NA,Louisville,KY,40205,2123,JEFFERSON,WALGREENS,447110,4,Food Mart
Walgreens 5001,-85.685265,38.223213,2490 Bardstown Rd,NA,Louisville,KY,40205,2123,JEFFERSON,WALGREENS,445120,3,Convenience Store
Dollar Tree 3355,-85.669464,38.090717,5023 Mud Ln,NA,Louisville,KY,40229,2870,JEFFERSON,DOLLAR TREE,445120,3,Convenience Store
Family Dollar Store 2424,-85.716423,38.235886,1250 Bardstown Rd,NA,Louisville,KY,40204,1333,JEFFERSON,FAMILY DOLLAR STORE,445120,3,Convenience Store
Kroger 780,-85.871399,38.099789,10645 Dixie Hwy,NA,Louisville,KY,40272,4349,JEFFERSON,KROGER,445110,1,Grocery
Mi Preferida,-85.623001,38.178963,4752 Bardstown Rd,NA,Louisville,KY,40218,4006,JEFFERSON,MI PREFERIDA,445200,5,Specialized Lines of Food
OAK STREET FOODMART,-85.750397,38.234146,331 E Oak St,NA,Louisville,KY,40203,2727,JEFFERSON,OAK STREET FOODMART,447110,4,Food Mart
SOUTHWEST FARMERS MARKET,-85.866806,38.107674,10200 Dixie Hwy,NA,Louisville,KY,40272,3999,JEFFERSON,SOUTHWEST FARMERS MARKET,6,6,Farmer's Market
Walgreens 03618,-85.598122,38.21138,2360 Stony Brook Dr,NA,Louisville,KY,40220,4018,JEFFERSON,WALGREENS,447110,4,Food Mart
Walgreens 03618,-85.598122,38.21138,2360 Stony Brook Dr,NA,Louisville,KY,40220,4018,JEFFERSON,WALGREENS,445120,3,Convenience Store
Circle K 2723236,-85.541183,38.226059,11721 Gateworth Way,NA,Louisville,KY,40299,4673,JEFFERSON,CIRCLE K,445120,3,Convenience Store
CVS Pharmacy 6208,-85.688309,38.223743,2410 Bardstown Rd,NA,Louisville,KY,40205,2123,JEFFERSON,CVS PHARMACY,445120,3,Convenience Store
RAINBOW BLOSSOM,-85.672775,38.213055,3046 Bardstown Rd,NA,Louisville,KY,40205,3020,JEFFERSON,RAINBOW BLOSSOM,445110,1,Grocery
Save-A-Step,-85.498413,38.301636,13702 Lagrange Rd,NA,Louisville,KY,40245,1960,JEFFERSON,SAVEASTEP,447110,4,Food Mart
RAINBOW BLOSSOM 5,-85.560249,38.299324,3608 Springhurst Blvd,NA,Louisville,KY,40241,4142,JEFFERSON,RAINBOW BLOSSOM,445110,1,Grocery
African Foodway,-85.78286,38.177788,4314 Taylor Blvd,NA,Louisville,KY,40215,2332,JEFFERSON,AFRICAN FOODWAY,445200,5,Specialized Lines of Food
BUTCHERS BEST,-85.617393,38.342754,9521 US HIGHWAY 42,NA,Prospect,KY,40059,NA,JEFFERSON,BUTCHERS BEST,445120,3,Convenience Store
Family Dollar Store 750,-85.797432,38.273693,3022 Portland Ave,NA,Louisville,KY,40212,1138,JEFFERSON,FAMILY DOLLAR STORE,445120,3,Convenience Store
Family Dollar Store 912,-85.804001,38.249786,3115 W Broadway,NA,Louisville,KY,40211,1434,JEFFERSON,FAMILY DOLLAR STORE,445120,3,Convenience Store
Family Dollar Stoer 926,-85.796112,38.214317,2503 Dixie Hwy,NA,Louisville,KY,40216,5201,JEFFERSON,FAMILY DOLLAR STOER,445120,3,Convenience Store
Family Dollar Store 928,-85.780693,38.202717,3277 Taylor Blvd,NA,Louisville,KY,40215,2649,JEFFERSON,FAMILY DOLLAR STORE,445120,3,Convenience Store
Family Dollar Store 957,-85.682915,38.168728,4936 Poplar Level Rd,NA,Louisville,KY,40219,1128,JEFFERSON,FAMILY DOLLAR STORE,445120,3,Convenience Store
Thorntons 157,-85.57798,38.225578,1335 S Hurstbourne Pkwy,NA,Louisville,KY,40222,7112,JEFFERSON,THORNTONS,445120,3,Convenience Store
Family Dollar Store 1670,-85.75769,38.105755,503 Fairdale Rd,NA,Fairdale,KY,40118,9786,JEFFERSON,FAMILY DOLLAR STORE,445120,3,Convenience Store
Family Dollar Store 2117,-85.768188,38.170971,5312 S 3rd St,NA,Louisville,KY,40214,2612,JEFFERSON,FAMILY DOLLAR STORE,445120,3,Convenience Store
Family Dollar Store 3185,-85.624336,38.199013,3417 Breckenridge Ln,NA,Louisville,KY,40220,3101,JEFFERSON,FAMILY DOLLAR STORE,445120,3,Convenience Store
Family Dollar Store 1031,-85.834259,38.199486,3214 Hartlage Ct,NA,Louisville,KY,40216,4426,JEFFERSON,FAMILY DOLLAR STORE,445120,3,Convenience Store
Family Dollar Store 4710,-85.692894,38.149475,7100 Preston Hwy,NA,Louisville,KY,40219,2730,JEFFERSON,FAMILY DOLLAR STORE,445120,3,Convenience Store
Family Dollar Store 4618,-85.656578,38.138927,5615 Outer Loop,NA,Louisville,KY,40219,4153,JEFFERSON,FAMILY DOLLAR STORE,445120,3,Convenience Store
Family Dollar Store 1351,-85.743034,38.21423,790 Eastern Pkwy,NA,Louisville,KY,40217,1924,JEFFERSON,FAMILY DOLLAR STORE,445120,3,Convenience Store
Family Dollar Store 6820,-85.783676,38.182125,4126 Taylor Blvd,NA,Louisville,KY,40215,2342,JEFFERSON,FAMILY DOLLAR STORE,445120,3,Convenience Store
Family Dollar Store 4110,-85.764725,38.16032,6621 Southside Dr,NA,Louisville,KY,40214,2823,JEFFERSON,FAMILY DOLLAR STORE,445120,3,Convenience Store
Family Dollar Store 1434,-85.761566,38.235168,431 W Oak St,NA,Louisville,KY,40203,3001,JEFFERSON,FAMILY DOLLAR STORE,445120,3,Convenience Store
Family Dollar Store 2087,-85.773956,38.255737,1419 W Jefferson St,NA,Louisville,KY,40203,1731,JEFFERSON,FAMILY DOLLAR STORE,445120,3,Convenience Store
Family Dollar 6256,-85.710144,38.259579,1961 Brownsboro Rd,Ste 7,Louisville,KY,40206,2177,JEFFERSON,FAMILY DOLLAR,445120,3,Convenience Store
AAA Food Mart,-85.582863,38.207348,9410 Taylorsville Rd,NA,Louisville,KY,40299,2733,JEFFERSON,AAA FOOD MART,447110,4,Food Mart
Family Dollar Store 3575,-85.604103,38.168232,5316 Bardstown Rd,NA,Louisville,KY,40291,1931,JEFFERSON,FAMILY DOLLAR STORE,445120,3,Convenience Store
Target Store T-1513,-85.678604000000007,38.14872,7311 Jefferson Blvd,NA,Louisville,KY,40219,6178,JEFFERSON,TARGET STORE T,445110,1,Grocery
Tienda Mexicana Guanajuato,-85.569115,38.27092,9901 La Grange Rd,Ste H,Louisville,KY,40223,1126,JEFFERSON,TIENDA MEXICANA GUANAJUATO,445200,5,Specialized Lines of Food
Stop & Go Food Mart #3,-85.765297,38.235455,700 W Oak St,NA,Louisville,KY,40203,3128,JEFFERSON,STOP  GO FOOD MART,447110,4,Food Mart
Dollar Tree 3329,-85.775078,38.144634,5532 New Cut Rd,NA,Louisville,KY,40214,4330,JEFFERSON,DOLLAR TREE,445120,3,Convenience Store
Dollar Tree 3328,-85.836838,38.150749,6801 Dixie Hwy,Ste 127,Louisville,KY,40258,3951,JEFFERSON,DOLLAR TREE,445120,3,Convenience Store
La Sierra Tarasca LLC,-85.659729,38.154972,6501 Shepherdsville Rd,Ste 101,Louisville,KY,40228,1041,JEFFERSON,LA SIERRA TARASCA LLC,445200,5,Specialized Lines of Food
CVS PHARMACY 6205,-85.559784,38.245064,10490 Shelbyville Rd,NA,Louisville,KY,40223,3120,JEFFERSON,CVS PHARMACY,445120,3,Convenience Store
CVS PHARMACY 6217,-85.579185,38.205029,9575 Taylorsville Rd,NA,Louisville,KY,40299,2734,JEFFERSON,CVS PHARMACY,445120,3,Convenience Store
The Latin Food Bakery,-85.656891,38.138973,5607 Outer Loop,NA,Louisville,KY,40219,4153,JEFFERSON,THE LATIN FOOD BAKERY,445200,5,Specialized Lines of Food
Speedway 9358,-85.66655,38.087463,5400 Antle Dr,NA,Louisville,KY,40229,2934,JEFFERSON,SPEEDWAY,445120,3,Convenience Store
Speedway 9511,-85.871887,38.145092,7430 Terry Rd,NA,Louisville,KY,40258,2976,JEFFERSON,SPEEDWAY,445120,3,Convenience Store
Speedway 9624,-85.659988,38.148254,7002 Shepherdsville Rd,NA,Louisville,KY,40219,2216,JEFFERSON,SPEEDWAY,445120,3,Convenience Store
Speedway 9705,-85.682793,38.131439,8325 Preston Hwy,NA,Louisville,KY,40219,5309,JEFFERSON,SPEEDWAY,445120,3,Convenience Store
Speedway 9783,-85.669235,38.137642,4900 Outer Loop,NA,Louisville,KY,40219,4052,JEFFERSON,SPEEDWAY,445120,3,Convenience Store
Speedway 9636,-85.8834,38.078968,12201 Dixie Hwy,NA,Louisville,KY,40272,4814,JEFFERSON,SPEEDWAY,445120,3,Convenience Store
Happy Food Mart,-85.821854,38.239864,1201 Cecil Ave,NA,Louisville,KY,40211,2416,JEFFERSON,HAPPY FOOD MART,447110,4,Food Mart
Target Store T-2473,-85.642036,38.259804,4174 Westport Rd,NA,Louisville,KY,40207,2784,JEFFERSON,TARGET STORE T,445110,1,Grocery
Target Store T-2728,-85.511665,38.242851,12975 Shelbyville Rd,Ste 100,Louisville,KY,40243,2425,JEFFERSON,TARGET STORE T,445110,1,Grocery
Dollar Tree 861,-85.683838,38.13847,4241 Outer Loop,NA,Louisville,KY,40219,3850,JEFFERSON,DOLLAR TREE,445120,3,Convenience Store
Walgreens 3631,-85.628456,38.28648,2420 Lime Kiln Ln,NA,Louisville,KY,40222,NA,JEFFERSON,WALGREENS,447110,4,Food Mart
Walgreens 3631,-85.628456,38.28648,2420 Lime Kiln Ln,NA,Louisville,KY,40222,NA,JEFFERSON,WALGREENS,445120,3,Convenience Store
Walgreens 4309,-85.571548,38.287853,9702 Westport Rd,NA,Louisville,KY,40241,2138,JEFFERSON,WALGREENS,447110,4,Food Mart
Walgreens 4309,-85.571548,38.287853,9702 Westport Rd,NA,Louisville,KY,40241,2138,JEFFERSON,WALGREENS,445120,3,Convenience Store
Walgreens 6171,-85.621796,38.338543,5900 Timber Ridge Dr,NA,Prospect,KY,40059,8131,JEFFERSON,WALGREENS,447110,4,Food Mart
Walgreens 6171,-85.621796,38.338543,5900 Timber Ridge Dr,NA,Prospect,KY,40059,8131,JEFFERSON,WALGREENS,445120,3,Convenience Store
