Store_Name,Longitude,Latitude,Address,Address Line #2,City,State,Zip5,Zip4,County,name_no_num,code,row_num,definition
L&b Sisters Grocery Store Llc,-85.64637,38.191807,4109 Bardstown Rd,Ste 103,Louisville,KY,40218,3290,JEFFERSON,LB SISTERS GROCERY STORE LLC,447110,4,Food Mart
Abhinav A LLC,-85.702881,38.245514,2338 Lexington Rd,NA,Louisville,KY,40206,2821,JEFFERSON,ABHINAV A LLC,445120,3,Convenience Store
Quick Stop Liquor & More,-85.687233,38.132236,8116 Blue Lick Rd,NA,Louisville,KY,40219,4308,JEFFERSON,QUICK STOP LIQUOR  MORE,447110,4,Food Mart
Prp Stop And Go,-85.873329,38.136173,8105 Terry Rd,NA,Louisville,KY,40258,1763,JEFFERSON,PRP STOP AND GO,447110,4,Food Mart
28th & Virginia Grocery Store,-85.800552,38.238167,2801 Virginia Ave,Unit 3,Louisville,KY,40211,3418,JEFFERSON,TH  VIRGINIA GROCERY STORE,447110,4,Food Mart
Hala Somke Shop And Grocery,-85.532661,38.30212,4102 Murphy Ln,NA,Louisville,KY,40241,1860,JEFFERSON,HALA SOMKE SHOP AND GROCERY,447110,4,Food Mart
Z & H Smokers Llc,-85.759903,38.237568,1032 S 4th St,NA,Louisville,KY,40203,3208,JEFFERSON,Z  H SMOKERS LLC,447110,4,Food Mart
Global Herow Store Llc,-85.79554,38.196663,1736 Berry Blvd,NA,Louisville,KY,40215,1904,JEFFERSON,GLOBAL HEROW STORE LLC,445200,5,Specialized Lines of Food
Ayaamin Llc Dba Dinos Rockford Lane,-85.849236,38.178917,2710 Rockford Ln,NA,Louisville,KY,40216,2216,JEFFERSON,AYAAMIN LLC DBA DINOS ROCKFORD LANE,447110,4,Food Mart
Gendler Grapevine Fresh Stop Market At The J,-85.650253,38.226055,3600 Dutchmans Ln,NA,Louisville,KY,40205,3302,JEFFERSON,GENDLER GRAPEVINE FRESH STOP MARKET AT THE J,445200,5,Specialized Lines of Food
In-N-Out Food Mart,-85.891495,38.055031,13815 Dixie Hwy,NA,Louisville,KY,40272,1156,JEFFERSON,INNOUT FOOD MART,447110,4,Food Mart
Belel International Market Llc,-85.64637,38.191807,4109 Bardstown Rd,Ste 107,Louisville,KY,40218,3290,JEFFERSON,BELEL INTERNATIONAL MARKET LLC,445200,5,Specialized Lines of Food
Warsi Trader LLC - Daily Mart,-85.788002,38.234512,1320 Dixie Hwy,NA,Louisville,KY,40210,1773,JEFFERSON,WARSI TRADER LLC  DAILY MART,447110,4,Food Mart
Jyoti Mini Mart Inc - Manley's Marathon,-85.801628,38.15572,7205 Manslick Rd,NA,Louisville,KY,40214,3310,JEFFERSON,JYOTI MINI MART INC  MANLEYS MARATHON,445120,3,Convenience Store
Schnitzelburg Community Farmers Market,-85.742043,38.225204,1481 S Shelby St,NA,Louisville,KY,40217,1168,JEFFERSON,SCHNITZELBURG COMMUNITY FARMERS MARKET,6,6,Farmer's Market
Dollar General 17104,-85.643883,38.114849,9267 Smyrna Pkwy,NA,Louisville,KY,40229,1415,JEFFERSON,DOLLAR GENERAL,447110,4,Food Mart
Dollar General 17104,-85.643883,38.114849,9267 Smyrna Pkwy,NA,Louisville,KY,40229,1415,JEFFERSON,DOLLAR GENERAL,445120,3,Convenience Store
Family Dollar 11859,-85.791069,38.259258,2421 W Market St,NA,Louisville,KY,40212,1538,JEFFERSON,FAMILY DOLLAR,445120,3,Convenience Store
Gulf Point LLC - Boone's Marathon,-85.783241,38.267063,521 N 22nd St,NA,Louisville,KY,40203,1019,JEFFERSON,GULF POINT LLC  BOONES MARATHON,445120,3,Convenience Store
Crossroads IGA 785,-85.600868,38.365726,13124 W Highway 42,NA,Prospect,KY,40059,9263,JEFFERSON,CROSSROADS IGA,445110,1,Grocery
Convenient Plus,-85.812408,38.194466,2121 Crums Ln,NA,Louisville,KY,40216,4231,JEFFERSON,CONVENIENT PLUS,447110,4,Food Mart
Shri Hanuman LLC - Third Street Gas Station,-85.768562,38.168617,5620 S 3rd St,NA,Louisville,KY,40214,2616,JEFFERSON,SHRI HANUMAN LLC  THIRD STREET GAS STATION,445120,3,Convenience Store
Brother Food Mart,-85.79644,38.237804,2601 Virginia Ave,NA,Louisville,KY,40211,3414,JEFFERSON,BROTHER FOOD MART,447110,4,Food Mart
Shop & Go,-85.7836,38.187473,3901 Taylor Blvd,NA,Louisville,KY,40215,2505,JEFFERSON,SHOP  GO,447110,4,Food Mart
Dixie Quick Stop LLC,-85.834457,38.160355,4129 Flintlock Dr,NA,Louisville,KY,40216,1595,JEFFERSON,DIXIE QUICK STOP LLC,447110,4,Food Mart
Taylor Quick Stop,-85.782829,38.197586,3449 Taylor Blvd,NA,Louisville,KY,40215,2645,JEFFERSON,TAYLOR QUICK STOP,447110,4,Food Mart
Brothers Food Mart,-85.760117,38.235924,1163 S 4th St,NA,Louisville,KY,40203,3101,JEFFERSON,BROTHERS FOOD MART,447110,4,Food Mart
Jay Sai LLC,-85.762901,38.219917,1927 S 4th St,NA,Louisville,KY,40208,1814,JEFFERSON,JAY SAI LLC,447110,4,Food Mart
Faris LLC,-85.696419,38.096779,10231 Blue Lick Rd,NA,Louisville,KY,40229,2607,JEFFERSON,FARIS LLC,445200,5,Specialized Lines of Food
Save More Food Mart,-85.776146,38.227577,1219 W Hill St,NA,Louisville,KY,40210,1843,JEFFERSON,SAVE MORE FOOD MART,447110,4,Food Mart
Euro Cafe & Bakery,-85.764656,38.156624,6917 Southside Dr,NA,Louisville,KY,40214,3721,JEFFERSON,EURO CAFE  BAKERY,445200,5,Specialized Lines of Food
Dongar Food Mart & Deli,-85.761353,38.149582,5600 National Turnpike,NA,Louisville,KY,40214,4021,JEFFERSON,DONGAR FOOD MART  DELI,447110,4,Food Mart
South Points Farmers Market,-85.783577,38.181644,4148 Taylor Blvd,NA,Louisville,KY,40215,2342,JEFFERSON,SOUTH POINTS FARMERS MARKET,6,6,Farmer's Market
Preston Corner,-85.746872,38.218578,2044 S Preston St,NA,Louisville,KY,40217,2116,JEFFERSON,PRESTON CORNER,447110,4,Food Mart
Supermercado La Rosita Inc,-85.712967,38.174938,5059 Preston Hwy,NA,Louisville,KY,40213,2213,JEFFERSON,SUPERMERCADO LA ROSITA INC,445200,5,Specialized Lines of Food
Webb's Inc/ Webb's Market,-85.734879,38.248646,944 E Muhammad Ali Blvd,NA,Louisville,KY,40204,1043,JEFFERSON,WEBBS INC WEBBS MARKET,445200,5,Specialized Lines of Food
Shri Umiya Llc/ J Food Mart,-85.665627,38.125416,8506 Shepherdsville Rd,NA,Louisville,KY,40219,4537,JEFFERSON,SHRI UMIYA LLC J FOOD MART,445200,5,Specialized Lines of Food
Apple Food Mart,-85.772499,38.247719,1211 W Broadway,Unit 101,Louisville,KY,40203,2082,JEFFERSON,APPLE FOOD MART,447110,4,Food Mart
Iroquois Convenient Food Mart,-85.779587,38.163269,5105 New Cut Rd,NA,Louisville,KY,40214,2745,JEFFERSON,IROQUOIS CONVENIENT FOOD MART,447110,4,Food Mart
Bodega Mi Sueno Corp,-85.66877,38.197945,3646 Mall Rd,NA,Louisville,KY,40218,5403,JEFFERSON,BODEGA MI SUENO CORP,445200,5,Specialized Lines of Food
Nayef Llc,-85.788559,38.196445,1506 Berry Blvd,NA,Louisville,KY,40215,1955,JEFFERSON,NAYEF LLC,447110,4,Food Mart
Dollar General 19110,-85.802834,38.195164,3808 7th Street Rd,NA,Louisville,KY,40216,4102,JEFFERSON,DOLLAR GENERAL,447110,4,Food Mart
Dollar General 19110,-85.802834,38.195164,3808 7th Street Rd,NA,Louisville,KY,40216,4102,JEFFERSON,DOLLAR GENERAL,445120,3,Convenience Store
Dollar General 19109,-85.791168,38.249306,2324 W Broadway,NA,Louisville,KY,40211,1006,JEFFERSON,DOLLAR GENERAL,447110,4,Food Mart
Dollar General 19109,-85.791168,38.249306,2324 W Broadway,NA,Louisville,KY,40211,1006,JEFFERSON,DOLLAR GENERAL,445120,3,Convenience Store
Wabari Food Market Llc,-85.788742,38.20713,2951 7th Street Rd,NA,Louisville,KY,40216,4125,JEFFERSON,WABARI FOOD MARKET LLC,445200,5,Specialized Lines of Food
Dollar General 17154,-85.793785,38.118389,10608 W Manslick Rd,NA,Louisville,KY,40272,NA,JEFFERSON,DOLLAR GENERAL,447110,4,Food Mart
Dollar General 17154,-85.793785,38.118389,10608 W Manslick Rd,NA,Louisville,KY,40272,NA,JEFFERSON,DOLLAR GENERAL,445120,3,Convenience Store
Southside Pic Pac Inc. 5738,-85.764748,38.159668,6629 Southside Dr,NA,Louisville,KY,40214,2800,JEFFERSON,SOUTHSIDE PIC PAC INC,447110,4,Food Mart
Tienda La Chapinlandia,-85.68924,38.144764,1209 McCawley Rd,NA,Louisville,KY,40219,2712,JEFFERSON,TIENDA LA CHAPINLANDIA,445200,5,Specialized Lines of Food
Mos Food Mart,-85.735107,38.22699,1036 Goss Ave,NA,Louisville,KY,40217,1236,JEFFERSON,MOS FOOD MART,447110,4,Food Mart
West Market 1,-85.816399,38.262741,4105 W Market St,NA,Louisville,KY,40212,2542,JEFFERSON,WEST MARKET,447110,4,Food Mart
Big Lots 5355,-85.835495,38.154182,6650 Dixie Hwy,NA,Louisville,KY,40258,3910,JEFFERSON,BIG LOTS,445120,3,Convenience Store
City Market,-85.79451,38.268951,438 N 28th St,NA,Louisville,KY,40212,1961,JEFFERSON,CITY MARKET,447110,4,Food Mart
Royal Bazaar,-85.54483,38.301796,11324 Maple Brook Dr,NA,Louisville,KY,40241,2080,JEFFERSON,ROYAL BAZAAR,445200,5,Specialized Lines of Food
Buechel Liquor,-85.647728,38.19109,2141 Buechel Bank Rd,NA,Louisville,KY,40218,3563,JEFFERSON,BUECHEL LIQUOR,447110,4,Food Mart
P & P Grocery,-85.638184,38.186569,4300 Fegenbush Ln,NA,Louisville,KY,40228,1170,JEFFERSON,P  P GROCERY,447110,4,Food Mart
Happys Food Mart,-85.757988,38.228981,1397 S 2nd St,NA,Louisville,KY,40208,2303,JEFFERSON,HAPPYS FOOD MART,447110,4,Food Mart
Roses Express 691,-85.705399,38.16774,5607 Preston Hwy,NA,Louisville,KY,40219,1303,JEFFERSON,ROSES EXPRESS,447110,4,Food Mart
Khodiyar Food Mart,-85.684532,38.171089,4903 Poplar Level Rd,NA,Louisville,KY,40219,1127,JEFFERSON,KHODIYAR FOOD MART,447110,4,Food Mart
Sista's Meat Market,-85.791748,38.224968,1731 Dixie Hwy,NA,Louisville,KY,40210,2313,JEFFERSON,SISTAS MEAT MARKET,445200,5,Specialized Lines of Food
Victory Variety Mart,-85.789276,38.242161,2129 W Kentucky St,NA,Louisville,KY,40210,1156,JEFFERSON,VICTORY VARIETY MART,447110,4,Food Mart
Murphy USA 7533,-85.870903,38.174034,7000 Raggard Rd,NA,Louisville,KY,40216,1285,JEFFERSON,MURPHY USA,447110,4,Food Mart
Platinum Foodmart,-85.769234,38.247272,1025 W Broadway,NA,Louisville,KY,40203,2030,JEFFERSON,PLATINUM FOODMART,447110,4,Food Mart
Latin American Corner Corp,-85.783943,38.186211,4000 Taylor Blvd,NA,Louisville,KY,40215,2543,JEFFERSON,LATIN AMERICAN CORNER CORP,445200,5,Specialized Lines of Food
THORNTONS QUICK CAFE & MARKET 97,-85.633568,38.251083,4500 Shelbyville Rd,NA,Louisville,KY,40207,3324,JEFFERSON,THORNTONS QUICK CAFE  MARKET,445120,3,Convenience Store
THORNTON'S GAS & FOOD MART 56,-85.848061,38.129978,8400 Dixie Hwy,NA,Louisville,KY,40258,1140,JEFFERSON,THORNTONS GAS  FOOD MART,445120,3,Convenience Store
KROGER #L-00387 L387,-85.639519,38.257679,279 N Hubbards Ln,NA,Louisville,KY,40207,2300,JEFFERSON,KROGER L L,445110,1,Grocery
THORNTON'S GAS & FOOD MART 98,-85.833084,38.202744,4136 Cane Run Rd,NA,Louisville,KY,40216,4870,JEFFERSON,THORNTONS GAS  FOOD MART,445120,3,Convenience Store
KROGER #L-00346 L346,-85.627357,38.216534,3039 Breckenridge Ln,NA,Louisville,KY,40220,2101,JEFFERSON,KROGER L L,445110,1,Grocery
H & M FOOD MART,-85.812309,38.261547,3801 W Market St,NA,Louisville,KY,40212,2536,JEFFERSON,H  M FOOD MART,447110,4,Food Mart
WALGREENS  4216,-85.767822,38.172234,5201 S 3rd St,NA,Louisville,KY,40214,2640,JEFFERSON,WALGREENS,447110,4,Food Mart
WALGREENS  4216,-85.767822,38.172234,5201 S 3rd St,NA,Louisville,KY,40214,2640,JEFFERSON,WALGREENS,445120,3,Convenience Store
THORNTONS QUICK CAFE & MARKET 57,-85.559647,38.293526,10320 Westport Rd,NA,Louisville,KY,40241,2150,JEFFERSON,THORNTONS QUICK CAFE  MARKET,445120,3,Convenience Store
THORNTONS QUICK CAFE & MARKET 94,-85.539139,38.215721,1804 Blankenbaker Pkwy,NA,Louisville,KY,40299,2402,JEFFERSON,THORNTONS QUICK CAFE  MARKET,445120,3,Convenience Store
KROGER #L-00356 L356,-85.520493,38.243767,12501 Shelbyville Rd,NA,Louisville,KY,40243,1530,JEFFERSON,KROGER L L,445110,1,Grocery
THANG-LONG,-85.764771,38.177971,4836 Southside Dr,NA,Louisville,KY,40214,2112,JEFFERSON,THANGLONG,445200,5,Specialized Lines of Food
KROGER L366,-85.668953,38.089672,5001 Mud Ln,NA,Louisville,KY,40229,2870,JEFFERSON,KROGER L,445110,1,Grocery
KROGER #L-00707 L707,-85.576645,38.305859,9440 BROWNSBORO RD,NA,LOUSIVILLE,KY,40241,NA,JEFFERSON,KROGER L L,445110,1,Grocery
DERBY CITY PRODUCE,-85.780197,38.256073,301 S 18th St,NA,Louisville,KY,40203,1619,JEFFERSON,DERBY CITY PRODUCE,445200,5,Specialized Lines of Food
KROGER #L-00400 L400,-85.709496,38.201363,4009 Poplar Level Rd,NA,Louisville,KY,40213,1523,JEFFERSON,KROGER L L,445110,1,Grocery
FIVE STAR F/M 5440,-85.668365,38.079205,155 Hillview Blvd,NA,Louisville,KY,40229,4052,JEFFERSON,FIVE STAR FM,447110,4,Food Mart
Walmart S/C 526,-85.543022,38.299809,3706 Diann Marie Rd,NA,Louisville,KY,40241,3818,JEFFERSON,WALMART SC,452910,2,Super Center and Club Store
WALGREENS 3776,-85.790154,38.228989,1475 Dixie Hwy,NA,Louisville,KY,40210,1767,JEFFERSON,WALGREENS,447110,4,Food Mart
WALGREENS 3776,-85.790154,38.228989,1475 Dixie Hwy,NA,Louisville,KY,40210,1767,JEFFERSON,WALGREENS,445120,3,Convenience Store
F & M FOOD MART,-85.785927,38.208023,1600 Arcade Ave,NA,Louisville,KY,40215,2106,JEFFERSON,F  M FOOD MART,447110,4,Food Mart
THORNTON'S GAS & FOOD MART 61,-85.777611,38.22002,2000 7th Street Rd,NA,Louisville,KY,40208,1005,JEFFERSON,THORNTONS GAS  FOOD MART,445120,3,Convenience Store
THORNTONS QUICK CAFE & MARKET 21,-85.715775,38.157333,2700 Fern Valley Rd,NA,Louisville,KY,40213,3516,JEFFERSON,THORNTONS QUICK CAFE  MARKET,445120,3,Convenience Store
Kader's Supermarket 2,-85.818832,38.257923,4100 W Muhammad Ali Blvd,NA,Louisville,KY,40212,2438,JEFFERSON,KADERS SUPERMARKET,445200,5,Specialized Lines of Food
SPEEDWAY 9701,-85.748665,38.125362,8510 National Tpke,NA,Fairdale,KY,40118,8907,JEFFERSON,SPEEDWAY,445120,3,Convenience Store
BETTER WAY FOOD MART #4,-85.825378,38.208279,4001 Cane Run Rd,NA,Louisville,KY,40216,4801,JEFFERSON,BETTER WAY FOOD MART,447110,4,Food Mart
CVS Pharmacy 6199,-85.799141,38.274326,3130 Portland Ave,NA,Louisville,KY,40212,1140,JEFFERSON,CVS PHARMACY,445120,3,Convenience Store
VALU MARKET,-85.770576,38.1717,5301 Mitscher Ave,NA,Louisville,KY,40214,2633,JEFFERSON,VALU MARKET,445110,1,Grocery
MEIJER 162,-85.862572,38.11311,9905 Dixie Hwy,NA,Louisville,KY,40272,3943,JEFFERSON,MEIJER,452910,2,Super Center and Club Store
MEIJER 164,-85.555756,38.29784,4100 Towne Center Dr,NA,Louisville,KY,40241,4153,JEFFERSON,MEIJER,452910,2,Super Center and Club Store
NEIGHBORHOOD FOOD MART INC,-85.744286,38.241753,542 Lampton St,NA,Louisville,KY,40203,2444,JEFFERSON,NEIGHBORHOOD FOOD MART INC,447110,4,Food Mart
VALU MARKET,-85.620476,38.137531,7519 Outer Loop,NA,Louisville,KY,40228,1726,JEFFERSON,VALU MARKET,445110,1,Grocery
KROGER #L00292 L292,-85.87188,38.144234,7509 Terry Rd,NA,Louisville,KY,40258,2641,JEFFERSON,KROGER L L,445110,1,Grocery
KROGER #L-00327 L327,-85.797401,38.249542,2710 W Broadway,NA,Louisville,KY,40211,1320,JEFFERSON,KROGER L L,445110,1,Grocery
KROGER #L-00360 L360,-85.585876,38.146969,6900 Bardstown Rd,NA,Louisville,KY,40291,3223,JEFFERSON,KROGER L L,445110,1,Grocery
CURTIS MARKET,-85.795425,38.263557,2720 Duncan St,NA,Louisville,KY,40212,1831,JEFFERSON,CURTIS MARKET,447110,4,Food Mart
KROGER #L-00224 L224,-85.703712,38.258564,2200 Brownsboro Rd,NA,Louisville,KY,40206,2141,JEFFERSON,KROGER L L,445110,1,Grocery
KROGER #L-00186 186,-85.631989,38.283722,2219 Holiday Manor Ctr,NA,Louisville,KY,40222,6463,JEFFERSON,KROGER L,445110,1,Grocery
KROGER L00764,-85.574234,38.286888,9501 Westport Rd,NA,Louisville,KY,40241,2221,JEFFERSON,KROGER L,445110,1,Grocery
KROGER STORE L-00763,-85.80497,38.270699,520 N 35th St,NA,Louisville,KY,40212,2120,JEFFERSON,KROGER STORE L,445110,1,Grocery
RAINBOW BLOSSOM INC,-85.659309,38.252209,3738 Lexington Rd,NA,Louisville,KY,40207,3010,JEFFERSON,RAINBOW BLOSSOM INC,445110,1,Grocery
KROGER #L-0032 L332,-85.764938,38.195198,4211 S 3rd St,L322,Louisville,KY,40214,1619,JEFFERSON,KROGER L L,445110,1,Grocery
KROGER #L-0339 L339,-85.687302,38.223621,2440 Bardstown Rd,NA,Louisville,KY,40205,2123,JEFFERSON,KROGER L L,445110,1,Grocery
KROGER #L-00309 L309,-85.573914,38.225689,9812 Linn Station Rd,NA,Louisville,KY,40223,3807,JEFFERSON,KROGER L L,445110,1,Grocery
FiveStar 5462,-85.568314,38.192394,10314 Watterson Trl,NA,Louisville,KY,40299,3554,JEFFERSON,FIVESTAR,445120,3,Convenience Store
SPEEDWAY 9612,-85.72068,38.238297,1101 Bardstown Rd,NA,Louisville,KY,40204,1301,JEFFERSON,SPEEDWAY,445120,3,Convenience Store
Meijer 160,-85.60601,38.186234,4500 S Hurstbourne Pkwy,NA,Louisville,KY,40299,6376,JEFFERSON,MEIJER,452910,2,Super Center and Club Store
KROGER #L-00729 L729,-85.661873,38.199047,3616 BUECHEL BY PASS,NA,LOUISVILLE,KY,40218,NA,JEFFERSON,KROGER L L,445110,1,Grocery
WALGREENS 4163,-85.839523,38.143715,7338 Dixie Hwy,NA,Louisville,KY,40258,3722,JEFFERSON,WALGREENS,447110,4,Food Mart
WALGREENS 4163,-85.839523,38.143715,7338 Dixie Hwy,NA,Louisville,KY,40258,3722,JEFFERSON,WALGREENS,445120,3,Convenience Store
KINGSLEY MEAT & SEAFOOD,-85.669449,38.222965,2701 Taylorsville Rd,NA,Louisville,KY,40205,2337,JEFFERSON,KINGSLEY MEAT  SEAFOOD,445200,5,Specialized Lines of Food
BETTER BARGAINS,-85.881142,38.175201,7207 Lower Hunters Trce,NA,Louisville,KY,40258,3225,JEFFERSON,BETTER BARGAINS,447110,4,Food Mart
E-ZSuper Food Mart 89,-85.773041,38.214092,1100 Algonquin Pkwy,NA,Louisville,KY,40208,1620,JEFFERSON,EZSUPER FOOD MART,447110,4,Food Mart
THORNTON'S GAS & FOOD MART 20,-85.764984,38.188816,4500 S 3rd St,NA,Louisville,KY,40214,1930,JEFFERSON,THORNTONS GAS  FOOD MART,445120,3,Convenience Store
Walmart SUPERCENTER 0589,-85.666161,38.088173,11901 STANDIFORD PLAZA DR.,NA,LOUISVILLE,KY,40229,NA,JEFFERSON,WALMART SUPERCENTER,445110,1,Grocery
WALGREENS 12322,-85.742538,38.214825,800 Eastern Pkwy,NA,Louisville,KY,40217,2262,JEFFERSON,WALGREENS,447110,4,Food Mart
WALGREENS 12322,-85.742538,38.214825,800 Eastern Pkwy,NA,Louisville,KY,40217,2262,JEFFERSON,WALGREENS,445120,3,Convenience Store
WALGREENS  5436,-85.623886,38.219799,4025 Taylorsville Rd,NA,Louisville,KY,40220,1538,JEFFERSON,WALGREENS,447110,4,Food Mart
WALGREENS  5436,-85.623886,38.219799,4025 Taylorsville Rd,NA,Louisville,KY,40220,1538,JEFFERSON,WALGREENS,445120,3,Convenience Store
Schwan's Home Service of Louisville KY,-85.690254,38.073254,267 Carter Ave,NA,Louisville,KY,40229,3092,JEFFERSON,SCHWANS HOME SERVICE OF LOUISVILLE KY,447110,4,Food Mart
MEIJER 166,-85.679413,38.111187,9500 Preston Hwy,NA,Louisville,KY,40229,1166,JEFFERSON,MEIJER,452910,2,Super Center and Club Store
WALGREEN 03756,-85.807655,38.192768,3980 Dixie Hwy,NA,Louisville,KY,40216,4144,JEFFERSON,WALGREEN,445120,3,Convenience Store
WALGREENS  4194,-85.661903,38.197845,2021 Hikes Ln,NA,Louisville,KY,40218,4817,JEFFERSON,WALGREENS,447110,4,Food Mart
WALGREENS  4194,-85.661903,38.197845,2021 Hikes Ln,NA,Louisville,KY,40218,4817,JEFFERSON,WALGREENS,445120,3,Convenience Store
WALGREENS  3777,-85.637253,38.251373,4240 Shelbyville Rd,NA,Louisville,KY,40207,3956,JEFFERSON,WALGREENS,447110,4,Food Mart
WALGREENS  3777,-85.637253,38.251373,4240 Shelbyville Rd,NA,Louisville,KY,40207,3956,JEFFERSON,WALGREENS,445120,3,Convenience Store
"SHALOM TOWERS GROCERIES, INC",-85.649742,38.226246,3650 Dutchmans Ln,NA,Louisville,KY,40205,3303,JEFFERSON,SHALOM TOWERS GROCERIES INC,445200,5,Specialized Lines of Food
WALGREENS  6437,-85.602814,38.258217,520 Lyndon Ln,NA,Louisville,KY,40222,4618,JEFFERSON,WALGREENS,447110,4,Food Mart
WALGREENS  6437,-85.602814,38.258217,520 Lyndon Ln,NA,Louisville,KY,40222,4618,JEFFERSON,WALGREENS,445120,3,Convenience Store
BUSSMANN BAKERY,-85.712372,38.255383,1906 FRANKFORT AVE,NA,LOUISVILLE,KY,40206,NA,JEFFERSON,BUSSMANN BAKERY,445200,5,Specialized Lines of Food
WALGREENS  5449,-85.695786,38.157173,3600 Fern Valley Rd,NA,Louisville,KY,40219,1917,JEFFERSON,WALGREENS,447110,4,Food Mart
WALGREENS  5449,-85.695786,38.157173,3600 Fern Valley Rd,NA,Louisville,KY,40219,1917,JEFFERSON,WALGREENS,445120,3,Convenience Store
WALGREENS  3601,-85.712769,38.205009,3800 Poplar Level Rd,NA,Louisville,KY,40213,1430,JEFFERSON,WALGREENS,447110,4,Food Mart
WALGREENS  3601,-85.712769,38.205009,3800 Poplar Level Rd,NA,Louisville,KY,40213,1430,JEFFERSON,WALGREENS,445120,3,Convenience Store
KROGER #L-00389 L389,-85.596687,38.368198,9151 US HWY 27,NA,PROSPECT,KY,40059,NA,JEFFERSON,KROGER L L,445110,1,Grocery
THORNTON'S GAS & FOOD MART 93,-85.790512,38.2281,1501 Dixie Hwy,NA,Louisville,KY,40210,1743,JEFFERSON,THORNTONS GAS  FOOD MART,445120,3,Convenience Store
RITE AID 4639,-85.783325,38.180386,4149 Taylor Blvd,NA,Louisville,KY,40215,2366,JEFFERSON,RITE AID,447110,4,Food Mart
RITE AID 4639,-85.783325,38.180386,4149 Taylor Blvd,NA,Louisville,KY,40215,2366,JEFFERSON,RITE AID,445120,3,Convenience Store
"RITE AID, #4635",-85.625496,38.219791,4000 Taylorsville Rd,NA,Louisville,KY,40220,1502,JEFFERSON,RITE AID,447110,4,Food Mart
"RITE AID, #4635",-85.625496,38.219791,4000 Taylorsville Rd,NA,Louisville,KY,40220,1502,JEFFERSON,RITE AID,445120,3,Convenience Store
RITE AID #4629,-85.760475,38.235092,409 W Oak St,NA,Louisville,KY,40203,3001,JEFFERSON,RITE AID,447110,4,Food Mart
RITE AID #4629,-85.760475,38.235092,409 W Oak St,NA,Louisville,KY,40203,3001,JEFFERSON,RITE AID,445120,3,Convenience Store
"RITE AID, #4638",-85.598328,38.164524,5601 Bardstown Rd,NA,Louisville,KY,40291,1911,JEFFERSON,RITE AID,447110,4,Food Mart
"RITE AID, #4638",-85.598328,38.164524,5601 Bardstown Rd,NA,Louisville,KY,40291,1911,JEFFERSON,RITE AID,445120,3,Convenience Store
RITE AID 4849,-85.685654,38.172493,4838 Poplar Level Rd,NA,Louisville,KY,40213,2904,JEFFERSON,RITE AID,447110,4,Food Mart
RITE AID 4849,-85.685654,38.172493,4838 Poplar Level Rd,NA,Louisville,KY,40213,2904,JEFFERSON,RITE AID,445120,3,Convenience Store
RITE AID PHARMACY 4646,-85.575653,38.286343,9459 Westport Rd,NA,Louisville,KY,40241,2219,JEFFERSON,RITE AID PHARMACY,447110,4,Food Mart
RITE AID PHARMACY 4646,-85.575653,38.286343,9459 Westport Rd,NA,Louisville,KY,40241,2219,JEFFERSON,RITE AID PHARMACY,445120,3,Convenience Store
RITE AID PHARMACY  4636,-85.837006,38.199509,4315 Cane Run Rd,NA,Louisville,KY,40216,4567,JEFFERSON,RITE AID PHARMACY,447110,4,Food Mart
RITE AID PHARMACY  4636,-85.837006,38.199509,4315 Cane Run Rd,NA,Louisville,KY,40216,4567,JEFFERSON,RITE AID PHARMACY,445120,3,Convenience Store
WALGREENS  5172,-85.776268,38.150063,5400 New Cut Rd,NA,Louisville,KY,40214,4228,JEFFERSON,WALGREENS,447110,4,Food Mart
WALGREENS  5172,-85.776268,38.150063,5400 New Cut Rd,NA,Louisville,KY,40214,4228,JEFFERSON,WALGREENS,445120,3,Convenience Store
RITE AID  4637,-85.76561,38.152626,7118 Southside Dr,NA,Louisville,KY,40214,3660,JEFFERSON,RITE AID,447110,4,Food Mart
RITE AID  4637,-85.76561,38.152626,7118 Southside Dr,NA,Louisville,KY,40214,3660,JEFFERSON,RITE AID,445120,3,Convenience Store
RITE AID 4633,-85.67337,38.213795,3012 Bardstown Rd,NA,Louisville,KY,40205,3020,JEFFERSON,RITE AID,447110,4,Food Mart
RITE AID 4633,-85.67337,38.213795,3012 Bardstown Rd,NA,Louisville,KY,40205,3020,JEFFERSON,RITE AID,445120,3,Convenience Store
THORNTON'S QUICK CAFE & MARKET 50,-85.819084,38.177994,4520 Dixie Hwy,NA,Louisville,KY,40216,2824,JEFFERSON,THORNTONS QUICK CAFE  MARKET,445120,3,Convenience Store
KROGER #L-00739 L739,-85.510231,38.291916,12450 Lagrange Rd,NA,Louisville,KY,40245,1901,JEFFERSON,KROGER L L,445110,1,Grocery
RITE AID 4627,-85.872078,38.143806,7500 Terry Rd,NA,Louisville,KY,40258,2642,JEFFERSON,RITE AID,447110,4,Food Mart
RITE AID 4627,-85.872078,38.143806,7500 Terry Rd,NA,Louisville,KY,40258,2642,JEFFERSON,RITE AID,445120,3,Convenience Store
Kmart 3057,-85.70816,38.199696,4025 Poplar Level Rd,NA,Louisville,KY,40213,1523,JEFFERSON,KMART,452910,2,Super Center and Club Store
Kmart 4006,-85.628891,38.220127,3911 Taylorsville Rd,NA,Louisville,KY,40220,1414,JEFFERSON,KMART,452910,2,Super Center and Club Store
